"","Time","PDCSAP_FLUX","QFD_Trend","Sigma_Trend","QFD_State","Sigma_State"
"trend[46]",1333.68920652729,10.3395667941068,8.51286793141345,10.8222717546355,"1","1"
"trend[47]",1333.69059540936,11.4400306612968,8.3919129689442,10.8396302871271,"1","1"
"trend[48]",1333.69198429146,3.85983046598676,8.24748568250464,10.8211791796209,"1","1"
"trend[49]",1333.69337317354,-2.41446152620324,8.0799310775479,10.7667029060892,"1","1"
"trend[50]",1333.69476205564,5.01437148160676,7.88973885083133,10.6745366482765,"1","1"
"trend[51]",1333.69615093772,43.2600990206768,7.67737769393391,10.5371770014066,"2","2"
"trend[52]",1333.69753981979,26.2590003878668,7.44346410832408,10.3536087903286,"3","1"
"trend[53]",1333.69892870189,20.2995277316068,7.1886872978783,10.1227814153862,"3","1"
"trend[54]",1333.70031758397,20.0498939425468,6.91381353375394,9.84592310220322,"3","1"
"trend[55]",1333.70170646604,-1.00284043245324,6.61959333187666,9.52715042892622,"1","1"
"trend[56]",1333.70309534812,-1.81704941682324,6.30673319781712,9.16758520021821,"1","1"
"trend[57]",1333.70448423019,26.3780189425468,5.97622731609256,8.76950598778144,"1","1"
"trend[58]",1333.70587311229,2.59530409879676,5.62904024853807,8.33442052215211,"1","1"
"trend[59]",1333.70726199437,-0.77627793245324,5.26605980503207,7.86726515048434,"1","1"
"trend[60]",1333.70865087644,10.3969398409868,4.88839589255546,7.36936777694251,"1","1"
"trend[61]",1333.71003975852,-8.50540390901324,4.49710059020518,6.84123372986638,"1","1"
"trend[62]",1333.71142864059,12.2951332003668,4.09326451512491,6.28625062058946,"1","1"
"trend[63]",1333.71281752266,8.16830214567676,3.6779337380764,5.70515968881262,"1","1"
"trend[64]",1333.71420640474,6.03512343473676,3.25226067144842,5.10096354821727,"1","1"
"trend[65]",1333.71559528681,13.0776039034868,2.81737694932851,4.47724632152573,"1","1"
"trend[66]",1333.71698416889,4.24923476286676,2.37466242411264,3.83509911061646,"1","1"
"trend[67]",1333.71837305096,4.88094863004676,1.92524116818549,3.17436569907043,"1","1"
"trend[68]",1333.71976193301,4.42001113004676,1.4703917599132,2.49874194453235,"1","1"
"trend[69]",1333.72115081508,5.04610976286676,1.01146220956614,1.80930981281207,"1","1"
"trend[70]",1333.72253969715,7.03878554410676,0.549753472340522,1.10891617850096,"1","1"
"trend[71]",1333.72392857923,-10.8177818387032,0.086547532957762,0.402815960724712,"1","1"
"trend[72]",1333.72531746127,0.246305075366763,-0.37696273751288,-0.305059827226724,"1","1"
"trend[73]",1333.72670634335,-2.52017441682324,-0.839342062130093,-1.01225630733146,"1","1"
"trend[74]",1333.72809522542,0.639371481606759,-1.29934003886613,-1.71239581824128,"1","1"
"trend[75]",1333.72948410747,3.47482070036676,-1.7555974942788,-2.40289637520711,"1","1"
"trend[76]",1333.73087298954,5.64462050504676,-2.20691107623377,-3.08224037911902,"1","1"
"trend[77]",1333.73226187162,-8.34414902620324,-2.65199574819474,-3.74777602996745,"1","1"
"trend[78]",1333.73365075366,-17.5065025418232,-3.08971689215943,-4.39522456828061,"1","1"
"trend[79]",1333.73503963574,-18.6714195340132,-3.5186127622869,-5.01932490745847,"1","1"
"trend[80]",1333.73642851778,3.86117323942676,-3.93764040770298,-5.61821916421655,"1","1"
"trend[81]",1333.73781739985,-4.24869004182324,-4.34562904169223,-6.18961126760208,"1","1"
"trend[82]",1333.7392062819,-6.54776230745324,-4.74138176376173,-6.72989933369084,"1","1"
"trend[83]",1333.74059516394,-13.0354332058932,-5.12374455095788,-7.23564804735406,"1","1"
"trend[84]",1333.74198404602,-11.2622398465132,-5.49163873722087,-7.70782740515129,"1","1"
"trend[85]",1333.74337292806,-7.91897812776324,-5.84405967795777,-8.1438341007321,"1","1"
"trend[86]",1333.74476181011,-8.59903183870324,-6.17994871999087,-8.54086642606553,"1","1"
"trend[87]",1333.74615069218,-27.0514244168232,-6.49843451633153,-8.90101571264152,"1","1"
"trend[88]",1333.74753957423,-18.2648033230732,-6.79871059482662,-9.21955737628358,"1","1"
"trend[89]",1333.74892845627,-15.2463707058932,-7.07988284319685,-9.50028666128811,"1","1"
"trend[90]",1333.75031733832,2.95882948942676,-7.34124573172173,-9.7446788189294,"1","1"
"trend[91]",1333.75170622036,-5.08780136995324,-7.58188400941452,-9.9542126312074,"1","1"
"trend[92]",1333.75309510241,-8.28470078401324,-7.80129814193612,-10.1283576740345,"1","1"
"trend[93]",1333.75448398448,-12.1522544949532,-7.99884776779542,-10.2701062625192,"1","1"
"trend[94]",1333.75587286653,-12.0543541043232,-8.17397602873906,-10.3785652246155,"1","1"
"trend[95]",1333.75726174857,-14.0530113308932,-8.3261046436591,-10.455898675767,"1","1"
"trend[96]",1333.75865063062,-10.6224693387032,-8.45485570516819,-10.5043851634665,"1","1"
"trend[97]",1333.76003951263,-5.73965683870324,-8.5598549455453,-10.5227557857843,"1","1"
"trend[98]",1333.76142839468,-7.18301621370324,-8.64089011410065,-10.5142891099472,"1","1"
"trend[99]",1333.76281727672,-8.11429062776324,-8.69777232565013,-10.4829355546162,"1","1"
"trend[100]",1333.76420615877,-10.0539878933932,-8.73021456621818,-10.4278056358559,"1","1"
"trend[101]",1333.76559504081,-5.60403672151324,-8.7383823935295,-10.347852972105,"1","1"
"trend[102]",1333.76698392286,-6.14444199495324,-8.72204646121367,-10.2434177052213,"1","1"
"trend[103]",1333.76837280491,-6.44864121370324,-8.6813370274496,-10.1155751791037,"1","1"
"trend[104]",1333.76976168692,-6.51846543245324,-8.61636481590055,-9.96479854695744,"1","1"
"trend[105]",1333.77115056897,-17.1986412137032,-8.52732271176196,-9.79201782348071,"1","1"
"trend[106]",1333.77253945101,-16.6108726590132,-8.41443304943635,-9.59729429769727,"1","1"
"trend[107]",1333.77392833303,-15.5211509793232,-8.27793165777444,-9.37922791352306,"1","1"
"trend[108]",1333.77531721507,-14.1015953152632,-8.11819030062719,-9.1360553489164,"1","1"
"trend[109]",1333.77670609709,-3.61770859651324,-7.93577692045875,-8.87146588068779,"1","1"
"trend[110]",1333.77809497913,-11.7297691433932,-7.73115426068052,-8.58874433099287,"1","1"
"trend[111]",1333.77948386118,-7.18069687776324,-7.50495059235962,-8.28973182851465,"1","1"
"trend[112]",1333.7808727432,-7.52810898713324,-7.25779370771055,-7.97575909077373,"1","1"
"trend[113]",1333.78226162521,0.385709372236761,-6.99034575759963,-7.64718990048719,"1","1"
"trend[114]",1333.78365050726,3.59274062223676,-6.70344664899182,-7.30453868904033,"1","1"
"trend[115]",1333.78503938927,-12.8904136746332,-6.39786517605141,-6.95250453421622,"1","1"
"trend[116]",1333.78642827132,-9.54422226839324,-6.07450241548229,-6.5912991116161,"1","1"
"trend[117]",1333.78781715333,-10.9455894558932,-5.73407201489338,-6.21958150460818,"1","1"
"trend[118]",1333.78920603535,-7.50320664339324,-5.37770004836864,-5.83687261060137,"1","1"
"trend[119]",1333.7905949174,-18.3401207058932,-5.00642912298198,-5.44512185878213,"1","1"
"trend[120]",1333.79198379941,7.89950331754676,-4.62128737300041,-5.04439010097902,"1","1"
"trend[121]",1333.79337268143,5.47677382536676,-4.22335315862741,-4.6395255166575,"1","1"
"trend[122]",1333.79476156344,-0.187288674633237,-3.81370167110468,-4.23182399441066,"1","1"
"trend[123]",1333.79615044546,-1.90201035432324,-3.39340591266522,-3.821684663125,"1","1"
"trend[124]",1333.79753932747,-13.8967613308932,-2.96374243951153,-3.41107369570407,"1","1"
"trend[125]",1333.79892820949,-9.73452988557324,-2.52581843452545,-2.99745608178241,"1","1"
"trend[126]",1333.80031709154,-5.78091660432324,-2.08095764812247,-2.58239080196513,"1","1"
"trend[127]",1333.80170597355,12.1081214816068,-1.63030838060058,-2.16565618133333,"1","1"
"trend[128]",1333.80309485557,-7.60550156526324,-1.17518104204003,-1.75033681859565,"1","1"
"trend[129]",1333.80448373756,5.52694472379676,-0.716981047615205,-1.3385642191884,"1","1"
"trend[130]",1333.80587261957,3.64339980192676,-0.256799065093426,-0.927504851815391,"1","1"
"trend[131]",1333.80726150159,-4.66092148713324,0.204034572578214,-0.519934995623262,"1","1"
"trend[132]",1333.8086503836,-0.45791855745324,0.66417818050525,-0.114749220367709,"1","1"
"trend[133]",1333.81003926562,-8.36258164339324,1.12217555139551,0.287306632191811,"1","1"
"trend[134]",1333.81142814764,1.47482070036676,1.5769973505238,0.690361657444775,"1","1"
"trend[135]",1333.81281702965,3.61642226286676,2.02726656601734,1.09192882032821,"1","1"
"trend[136]",1333.81420591164,0.80477675504676,2.47161355410044,1.48916166411633,"1","1"
"trend[137]",1333.81559479365,-5.87515488557324,2.90897829685375,1.88260895292886,"1","1"
"trend[138]",1333.81698367567,2.43551405973676,3.33802976692151,2.27281692964182,"1","1"
"trend[139]",1333.81837255766,10.2704749972368,3.7576323961481,2.65697224367159,"1","1"
"trend[140]",1333.81976143967,-1.13553086213324,4.16666995504427,3.0341483198869,"1","1"
"trend[141]",1333.82115032169,6.86898573942676,4.56387448033906,3.40351458955364,"1","1"
"trend[142]",1333.82253920368,1.33712538786676,4.94814375478492,3.76302650665459,"1","1"
"trend[143]",1333.82392808569,9.73946913786676,5.31846305214064,4.11142114380601,"1","1"
"trend[144]",1333.82531696768,-7.04226914339324,5.67373894722671,4.44851786785311,"1","1"
"trend[145]",1333.82670584969,7.93649062223676,6.01309710841804,4.77358419708758,"1","1"
"trend[146]",1333.82809473168,1.16976698942676,6.33542345260256,5.08585065990339,"1","1"
"trend[147]",1333.82948361367,10.5390296847368,6.63997245008501,5.38553654261163,"1","1"
"trend[148]",1333.83087249568,3.79366835660676,6.92567716277685,5.67278086279824,"1","1"
"trend[149]",1333.83226137767,-2.62076035432324,7.19203064852522,5.94553135583357,"1","1"
"trend[150]",1333.83365025966,2.10311659879676,7.43813858889737,6.2066233574919,"1","1"
"trend[151]",1333.83503914167,5.44955214567676,7.66336598922382,6.45407178762399,"1","1"
"trend[152]",1333.83642802366,1.99056777067676,7.86698102274514,6.68268731437921,"1","1"
"trend[153]",1333.83781690565,8.93600234098676,8.0484452049336,6.89361871781302,"1","1"
"trend[154]",1333.83920578763,28.1836830050468,8.20724876919605,7.08393981860835,"1","1"
"trend[155]",1333.84059466962,-3.79251328401324,8.34295390495571,7.25242487988364,"1","1"
"trend[156]",1333.84198355161,15.9286781222368,8.45515411286768,7.396014238504,"1","1"
"trend[157]",1333.84337243363,1.96725234098676,8.54368473094223,7.51632565702327,"1","1"
"trend[158]",1333.84476131561,6.15658339567676,8.60827887030995,7.61329964946014,"1","1"
"trend[159]",1333.8461501976,4.44955214567676,8.6486981613733,7.6877803613658,"1","1"
"trend[160]",1333.84753907959,-0.69034043245324,8.66489734599359,7.73767257324012,"1","1"
"trend[161]",1333.84892796157,8.50924452848676,8.65681875039556,7.76194491641188,"1","1"
"trend[162]",1333.85031684353,10.8717933566068,8.62451481161568,7.75920355385129,"1","1"
"trend[163]",1333.85170572552,15.8942542941068,8.5680951958344,7.72696990889812,"1","1"
"trend[164]",1333.8530946075,12.2619300753668,8.48773126657351,7.6662406708147,"1","1"
"trend[165]",1333.85448348949,13.9438148409868,8.38358015381862,7.57651542060209,"1","1"
"trend[166]",1333.85587237148,-3.05972519807324,8.25593364334443,7.45806862431309,"1","1"
"trend[167]",1333.85726125347,3.64693984098676,8.10522643302319,7.31362942118791,"1","1"
"trend[168]",1333.85865013542,14.8579994112968,7.93179039608488,7.14088918160153,"1","1"
"trend[169]",1333.86003901741,8.28353652067676,7.73613303879824,6.93969979187434,"1","1"
"trend[170]",1333.8614278994,-2.66348496370324,7.51880806656781,6.71337022955771,"1","1"
"trend[171]",1333.86281678136,7.79476698942676,7.28049601538798,6.46055566714947,"1","1"
"trend[172]",1333.86420566334,17.7973304659868,7.02185835901281,6.18281164870633,"1","1"
"trend[173]",1333.86559454533,19.3534828097368,6.74357342567226,5.88003334966743,"1","1"
"trend[174]",1333.86698342729,-7.90213242463324,6.44643540274079,5.55272107375822,"1","1"
"trend[175]",1333.86837230927,9.35384902067676,6.13123762697066,5.2024115387283,"1","1"
"trend[176]",1333.86976119123,4.38766249723676,5.79894241689035,4.8327017806695,"1","1"
"trend[177]",1333.87115007322,2.60824355192676,5.45038415625828,4.44285962916223,"1","1"
"trend[178]",1333.87253895518,8.45138320036676,5.08672994161306,4.03656520197193,"1","1"
"trend[179]",1333.87392783713,3.04330214567676,4.70876380573668,3.61728197990255,"1","1"
"trend[180]",1333.87531671912,-5.36612168245324,4.31767931744181,3.18515062952517,"1","1"
"trend[181]",1333.87670560108,5.55624159879676,3.91457949218229,2.74458659213249,"1","1"
"trend[182]",1333.87809448304,-4.27578965120324,3.5005334070931,2.2993534855544,"1","1"
"trend[183]",1333.87948336502,5.21407851286676,3.07681843622302,1.84937038824439,"1","1"
"trend[184]",1333.88087224698,-2.65860215120324,2.64441469998979,1.39671689466612,"1","1"
"trend[185]",1333.88226112894,5.42440566129676,2.20472428341447,0.941424235893995,"1","1"
"trend[186]",1333.8836500109,5.09371718473676,1.75889405870885,0.485861839715688,"1","1"
"trend[187]",1333.88503889285,-7.01565781526324,1.30815554311403,0.0315060584469343,"1","1"
"trend[188]",1333.88642777481,-6.80240097932324,0.853815635381688,-0.419350237792025,"1","1"
"trend[189]",1333.88781665677,-11.1640953152632,0.397155065395701,-0.863590008813693,"1","1"
"trend[190]",1333.88920553876,-3.89322129182324,-0.0606160593156196,-1.29981786359026,"1","1"
"trend[191]",1333.89059442071,2.37264784879676,-0.518244084736642,-1.73115453548407,"1","1"
"trend[192]",1333.89198330267,-5.19351426057324,-0.974288178390367,-2.15577154164884,"1","1"
"trend[193]",1333.8933721846,1.78976210660676,-1.42758460755022,-2.57635392030459,"1","1"
"trend[194]",1333.89476106656,3.47848280973676,-1.87673171490449,-2.98999105673569,"1","1"
"trend[195]",1333.89614994852,1.10824355192676,-2.32059964609985,-3.39743629420442,"1","1"
"trend[196]",1333.89753883047,-8.83194199495324,-2.75795850974455,-3.80029814568015,"1","1"
"trend[197]",1333.89892771243,-10.0576500027632,-3.18760136752362,-4.19720548445753,"1","1"
"trend[198]",1333.90031659439,-1.84561386995324,-3.60827703124598,-4.58546410076306,"1","1"
"trend[199]",1333.90170547632,-0.45059433870324,-4.01873683551382,-4.96617746206039,"1","1"
"trend[200]",1333.90309435828,-3.34512558870324,-4.4178917556014,-5.34024927526267,"1","1"
"trend[201]",1333.90448324023,2.57687148160676,-4.80462205379487,-5.70521926873506,"1","1"
"trend[202]",1333.90587212219,3.45382460660676,-5.17786990627892,-6.06137374345134,"1","1"
"trend[203]",1333.90726100412,-9.67849961213324,-5.5365273571623,-6.40584010108473,"1","1"
"trend[204]",1333.90864988608,-3.36734238557324,-5.87965592588426,-6.73712328448659,"1","1"
"trend[205]",1333.91003876801,-16.1739830105732,-6.20635481328188,-7.05176580337097,"1","1"
"trend[206]",1333.91142764997,-15.1329673855732,-6.51561509107385,-7.34720988332993,"1","1"
"trend[207]",1333.91281653189,-19.3779625027632,-6.80658115919618,-7.62011724532015,"1","1"
"trend[208]",1333.91420541385,-2.07681504182324,-7.07843585973964,-7.87006151215745,"1","1"
"trend[209]",1333.91559429578,-17.3970054715132,-7.3304283249812,-8.09705194885853,"1","1"
"trend[210]",1333.91698317774,-11.4520591824532,-7.5618557497926,-8.30219962908372,"1","1"
"trend[211]",1333.91837205967,0.082242575366763,-7.77209407457341,-8.48566147125197,"1","1"
"trend[212]",1333.9197609416,-6.75772324495324,-7.96070577311821,-8.64865531978901,"1","1"
"trend[213]",1333.92114982355,3.20040663786676,-8.12695704796775,-8.79122913958589,"1","1"
"trend[214]",1333.92253870548,-5.84182969026324,-8.27045834564212,-8.91265865708249,"1","1"
"trend[215]",1333.92392758741,-19.8338951199532,-8.39086656454944,-9.01468142058156,"1","1"
"trend[216]",1333.92531646934,-11.7084068387032,-8.48770330607513,-9.09264852302058,"1","1"
"trend[217]",1333.9267053513,-8.91348496370324,-8.56083459778941,-9.14467516698924,"1","1"
"trend[218]",1333.92809423323,-14.5356773465132,-8.61001282261826,-9.17357099054923,"1","1"
"trend[219]",1333.92948311516,-17.3583091824532,-8.6351192268986,-9.17966698560106,"1","1"
"trend[220]",1333.93087199708,3.21261366910676,-8.63608581255029,-9.16118932913019,"1","1"
"trend[221]",1333.93226087901,-8.96280136995324,-8.61273526597077,-9.12070258164191,"1","1"
"trend[222]",1333.93364976094,-7.18643418245324,-8.56530153945676,-9.0578633045236,"1","1"
"trend[223]",1333.93503864287,-3.32217636995324,-8.49388358925902,-8.97462443465096,"1","1"
"trend[224]",1333.9364275248,-9.80142441682324,-8.39866695274175,-8.87064670402706,"1","1"
"trend[225]",1333.93781640673,-20.1523765652632,-8.28004850736072,-8.74725843850837,"1","1"
"trend[226]",1333.93920528866,5.45626601286676,-8.13828327417773,-8.60469092748413,"1","1"
"trend[227]",1333.94059417058,-6.57730332307324,-7.97380307595741,-8.43904096454869,"1","1"
"trend[228]",1333.94198305251,-21.4396080105732,-7.78708217018835,-8.25083657760696,"1","1"
"trend[229]",1333.94337193441,-0.561800393393241,-7.57863193017532,-8.03983869406403,"1","1"
"trend[230]",1333.94476081634,-4.48367539339324,-7.34892873570501,-7.80873042520072,"1","1"
"trend[231]",1333.94614969827,-15.6217369168232,-7.098723583012,-7.55592669305888,"1","1"
"trend[232]",1333.9475385802,-10.3934654324532,-6.82862725746548,-7.27980320857293,"1","1"
"trend[233]",1333.9489274621,-7.27664414339324,-6.53954388773498,-6.98272652524121,"1","1"
"trend[234]",1333.95031634403,-2.20303574495324,-6.23217813656426,-6.66847103341017,"1","1"
"trend[235]",1333.95170522593,-8.42752304963324,-5.90733602923699,-6.33532018734577,"1","1"
"trend[236]",1333.95309410786,-10.7252525418232,-5.56598166720846,-5.98225440974237,"1","1"
"trend[237]",1333.95448298978,-6.39761582307324,-5.20921383414323,-5.60953418707324,"1","1"
"trend[238]",1333.95587187168,-10.4265464871332,-4.83802263072015,-5.22174217141257,"1","1"
"trend[239]",1333.95726075361,-2.27859726839324,-4.45335696489925,-4.82108679141903,"1","1"
"trend[240]",1333.95864963551,0.0448890597367608,-4.05642936456452,-4.40778953490527,"1","1"
"trend[241]",1333.96003851741,1.47836073942676,-3.64825956353767,-3.98264251318047,"1","1"
"trend[242]",1333.96142739934,-5.11917344026324,-3.23003943190626,-3.54640716403967,"1","1"
"trend[243]",1333.96281628124,-5.26407090120324,-2.80276145478751,-3.10208659674642,"1","1"
"trend[244]",1333.96420516314,-1.83181992463324,-2.36777825857285,-2.65211832476022,"1","1"
"trend[245]",1333.96559404507,-9.73013535432324,-1.92619937670871,-2.1962600859007,"1","1"
"trend[246]",1333.96698292697,-3.78348008089324,-1.47934374291482,-1.73442504554639,"1","1"
"trend[247]",1333.96837180887,17.9501624972368,-1.02848558787381,-1.26731713120324,"1","1"
"trend[248]",1333.96976069077,-10.7148765652632,-0.574839849853935,-0.798421699817,"1","1"
"trend[249]",1333.9711495727,-3.50528183870324,-0.119585720383179,-0.328719051695688,"1","1"
"trend[250]",1333.9725384546,-2.51455918245324,0.335776435423513,0.141487597350863,"1","1"
"trend[251]",1333.9739273365,7.28109511442676,0.790236267626108,0.610261855012846,"1","1"
"trend[252]",1333.9753162184,-4.66214219026324,1.24236547163163,1.07842825729491,"1","1"
"trend[253]",1333.9767051003,1.33370741910676,1.69107200432086,1.54285896265124,"1","1"
"trend[254]",1333.97809398219,8.04952773160676,2.13494603912728,2.00283576193865,"1","1"
"trend[255]",1333.97948286409,0.823453512866763,2.57275998817597,2.45851763180285,"1","1"
"trend[256]",1333.98087174599,-6.93387070589324,3.00340187312073,2.90827132600908,"1","1"
"trend[257]",1333.98226062789,1.14462050504676,3.42555747382802,3.35242890813932,"1","1"
"trend[258]",1333.98364950979,-5.84805527620324,3.83803916753293,3.78990082077012,"1","1"
"trend[259]",1333.98503839166,14.4639564425468,4.23970470729156,4.2161157220882,"1","1"
"trend[260]",1333.98642727356,7.55221327848676,4.62943796325296,4.6284721243624,"1","1"
"trend[261]",1333.98781615546,4.90817030973676,5.00626492669124,5.02342395024902,"1","1"
"trend[262]",1333.98920503736,13.2104164034868,5.36896966507645,5.40063472526854,"1","1"
"trend[263]",1333.99059391923,17.2088294894268,5.71650830744556,5.75793767423818,"1","1"
"trend[264]",1333.99198280113,-2.66446152620324,6.0480039378778,6.09685536762529,"1","1"
"trend[265]",1333.99337168303,13.1217933566068,6.36249363391462,6.41536470191713,"1","1"
"trend[266]",1333.9947605649,-1.15933457307324,6.65912991956801,6.71627417665309,"1","1"
"trend[267]",1333.9961494468,-0.574861916823238,6.93710397056215,6.99814693159321,"1","1"
"trend[268]",1333.9975383287,5.99166640348676,7.19563983311964,7.25871337513817,"1","1"
"trend[269]",1333.99892721057,7.97103652067676,7.43406131724646,7.49931068230522,"1","1"
"trend[270]",1334.00031609247,6.43624648160676,7.65168317918766,7.71882681844984,"1","1"
"trend[271]",1334.00170497434,11.1674476534868,7.8478012502346,7.91420066020954,"1","1"
"trend[272]",1334.00309385621,4.39449843473676,8.02195973657912,8.08514350519922,"1","1"
"trend[273]",1334.00448273811,3.15987929410676,8.17356876586094,8.23108773585255,"1","1"
"trend[274]",1334.00587161998,19.5790687472368,8.3023419445816,8.34849734293055,"1","1"
"trend[275]",1334.00726050185,3.19564589567676,8.40790898886057,8.43925169651616,"1","1"
"trend[276]",1334.00864938375,11.4972816378668,8.48992241249443,8.50366072314135,"1","1"
"trend[277]",1334.01003826562,7.08981093473676,8.54825002945535,8.53883274175976,"1","1"
"trend[278]",1334.01142714749,22.1784339816068,8.58263696540056,8.5431471686771,"1","1"
"trend[279]",1334.01281602936,6.21017226286676,8.59301428931409,8.51773575975457,"1","1"
"trend[280]",1334.01420491126,2.51485976286676,8.57930442697746,8.4609327837262,"1","1"
"trend[281]",1334.01559379313,9.82296523160676,8.54162091073867,8.37664622768867,"1","1"
"trend[282]",1334.01698267501,9.63314589567676,8.48006123683903,8.26627149742882,"1","1"
"trend[283]",1334.01837155688,12.3265052706768,8.39475238334695,8.1275320396717,"1","1"
"trend[284]",1334.01976043875,6.47836073942676,8.28596588315528,7.96188004248251,"1","1"
"trend[285]",1334.02114932062,-4.22818222932324,8.15404957838037,7.77128625673345,"1","1"
"trend[286]",1334.02253820249,16.8394447237968,7.99934502115171,7.55454106229493,"1","1"
"trend[287]",1334.02392708436,9.06356581754676,7.82242119947623,7.31398377723215,"1","1"
"trend[288]",1334.02531596623,9.19857558317676,7.62353955995686,7.04956662073712,"1","1"
"trend[289]",1334.0267048481,6.61385878629676,7.40351948280731,6.76190389970118,"1","1"
"trend[290]",1334.02809372994,15.5277992159868,7.16281939312889,6.45388547752336,"1","1"
"trend[291]",1334.02948261181,6.67379530973676,6.90215566101356,6.12845470383879,"1","1"
"trend[292]",1334.03087149368,-1.06399765901324,6.62229251450414,5.78700978173359,"1","1"
"trend[293]",1334.03226037555,-4.53201523713324,6.32387042851084,5.43368918574252,"1","1"
"trend[294]",1334.03364925739,-0.352693948073238,6.007877803991,5.0695603130994,"1","1"
"trend[295]",1334.03503813926,2.61446913786676,5.6752654081989,4.6958055852869,"1","1"
"trend[296]",1334.03642702113,0.62850722379676,5.32692988775552,4.31290426806001,"1","1"
"trend[297]",1334.03781590298,14.4775062472368,4.96383615608114,3.91965871418664,"1","1"
"trend[298]",1334.03920478485,2.61703261442676,4.58687672085689,3.51815658977591,"1","1"
"trend[299]",1334.04059366669,-18.4857505887032,4.19735118339874,3.11022585282018,"1","1"
"trend[300]",1334.04198254856,4.82833632536676,3.79618113906829,2.69558463720977,"1","1"
